lead_time,stays_in_weekend_nights,stays_in_week_nights,Average Daily Rate,total_of_special_requests,is_canceled
34,2,5,178.0,0,0
4,0,2,192.0,2,0
18,0,3,171.0,0,0
52,0,2,152.1,1,0
84,1,2,90.9,2,0
28,0,4,172.0,0,0
1,1,1,92.75,1,0
25,1,2,69.0,0,0
22,0,1,195.58,1,0
45,0,3,128.4,1,0
43,2,3,152.05,0,0
4,1,0,140.0,1,0
149,0,4,139.5,1,0
3,0,1,48.0,0,0
130,1,2,153.3,2,0
350,1,3,91.95,2,0
45,2,2,90.88,1,0
71,1,0,75.54,1,0
8,0,1,154.0,0,0
124,2,5,120.6,2,0
31,0,3,56.0,1,0
31,1,1,135.9,1,0
79,2,5,103.59,0,0
68,2,5,96.17,2,0
69,0,3,93.6,1,0
218,2,5,105.34,4,0
44,0,3,99.0,1,0
12,0,3,133.33,0,0
1,0,1,40.0,1,0
125,0,2,79.2,1,0
1,0,2,79.0,1,0
184,2,2,142.88,2,0
4,2,1,94.0,1,0
25,1,2,101.33,1,0
20,2,0,88.0,1,0
20,0,1,135.0,0,0
115,2,7,120.6,2,0
2,0,1,89.0,0,0
40,1,3,94.5,1,0
3,1,0,78.4,0,0
3,1,2,117.33,0,0
2,1,1,115.0,1,0
160,4,5,146.67,1,0
231,2,4,229.33,4,0
19,1,3,96.9,1,0
6,0,1,88.0,3,0
23,0,1,109.0,2,0
91,2,2,178.5,4,0
62,2,5,92.0,0,0
7,1,4,42.24,1,0
184,1,3,128.7,2,0
131,0,3,144.0,1,0
5,1,1,190.0,2,0
4,0,1,99.0,2,0
44,2,2,117.15,1,0
108,2,1,77.03,1,0
22,2,8,43.2,1,0
4,0,3,153.33,1,0
224,2,4,114.9,1,0
66,1,1,144.45,1,0
49,1,2,86.76,1,0
46,0,2,119.5,2,0
85,1,4,71.0,0,0
177,3,7,101.95,0,0
33,0,3,184.0,1,0
12,2,1,95.48,1,0
4,1,0,98.0,1,0
4,2,1,88.33,0,0
84,1,1,118.8,3,0
7,0,1,48.0,1,0
30,0,1,140.0,1,0
11,1,3,103.7,1,0
1,0,1,56.0,0,0
4,2,2,102.0,1,0
3,0,1,140.0,3,0
14,0,1,38.4,0,0
6,2,1,43.0,1,0
19,1,0,48.0,0,0
0,0,1,140.0,1,0
276,2,1,103.37,1,0
54,2,5,56.85,2,0
50,2,2,88.4,0,0
72,0,2,85.0,2,0
1,0,1,85.0,0,0
53,1,3,81.9,1,0
57,0,3,36.0,1,0
14,1,2,145.67,2,0
49,0,2,130.0,1,0
78,0,4,121.5,1,0
0,0,1,141.0,0,0
351,1,2,154.38,2,0
66,0,2,129.6,1,0
133,2,4,143.48,1,0
153,1,3,118.8,2,0
363,2,5,112.48,0,0
13,2,0,57.0,0,0
113,1,2,96.3,0,0
20,0,3,194.0,0,0
26,1,2,125.0,1,0
190,2,1,105.3,1,0
15,2,1,93.17,0,0
46,2,0,86.0,1,0
18,2,2,124.1,0,0
7,2,2,112.5,1,0
251,2,4,96.67,2,0
10,1,1,210.0,2,0
152,0,1,52.0,1,0
66,1,4,68.07,1,0
13,0,1,75.0,1,0
163,1,2,47.0,1,0
1,1,2,122.67,0,0
124,2,2,146.03,3,0
55,2,6,97.93,1,0
119,1,4,180.0,1,0
27,0,4,88.4,1,0
283,2,1,111.3,1,0
2,0,1,81.0,1,0
15,0,2,120.0,2,0
21,0,1,123.2,1,0
76,2,0,93.6,2,0
11,1,2,96.0,2,0
214,2,5,126.0,1,0
41,1,3,181.67,1,0
9,2,2,252.5,1,0
4,1,1,150.0,2,0
123,0,4,71.6,0,0
35,2,7,117.87,0,0
119,2,1,62.0,0,0
13,2,0,76.76,0,0
3,0,2,122.0,1,0
3,2,2,80.0,0,0
57,0,3,36.0,1,0
89,2,2,43.9,2,0
3,0,2,83.5,1,0
93,2,2,145.0,0,0
157,2,6,40.68,2,0
181,2,4,140.0,1,0
21,2,3,101.15,0,0
35,1,2,105.0,0,0
110,0,2,90.95,0,0
91,2,2,52.02,1,0
76,1,3,51.09,0,0
116,2,3,125.1,2,0
184,1,1,158.4,1,0
0,0,1,49.0,0,0
0,0,2,52.8,0,0
27,2,2,174.5,1,0
2,0,1,140.0,1,0
56,2,5,54.71,1,0
58,0,2,79.2,1,0
212,2,1,107.1,0,0
202,0,3,96.32,1,0
148,0,3,142.67,2,0
174,2,5,99.13,1,0
52,2,2,100.3,1,0
134,0,2,93.6,3,0
45,1,1,130.13,0,0
16,2,2,103.81,2,0
32,2,5,126.26,1,0
35,1,0,239.64,1,0
11,0,1,94.16,2,0
48,0,2,135.9,0,0
12,1,2,90.0,1,0
0,0,0,0.0,1,0
87,0,4,139.95,1,0
17,0,2,73.92,0,0
173,2,5,126.9,1,0
26,1,4,54.0,1,0
13,1,3,160.0,0,0
108,0,4,94.5,0,0
0,1,0,128.0,0,0
43,2,0,135.9,1,0
7,0,2,170.0,1,0
204,3,8,90.95,1,0
32,2,6,176.75,0,0
62,2,5,167.0,1,0
88,2,5,153.0,1,0
20,0,1,137.7,2,0
239,1,4,99.0,1,0
15,1,0,127.0,2,0
28,2,2,133.95,1,0
12,0,1,58.0,0,0
32,0,2,125.1,1,0
18,0,3,93.0,0,0
8,0,2,66.0,2,0
120,2,5,129.81,1,0
1,0,1,145.0,0,0
45,2,2,78.54,2,0
5,0,4,76.58,1,0
92,0,4,37.8,0,0
1,0,1,176.0,0,0
291,1,5,154.38,1,0
37,1,3,69.5,1,0
103,1,3,95.88,1,0
2,0,2,48.0,0,0
116,1,1,135.0,1,0
116,0,4,85.5,1,0
56,0,3,94.5,3,0
88,0,2,104.4,1,0
102,0,0,0.0,3,0
33,1,2,235.33,0,0
206,0,3,52.98,2,0
248,2,0,252.0,0,0
41,0,3,152.0,2,0
194,2,3,149.4,2,0
57,1,5,229.67,1,0
1,0,2,85.0,0,0
13,2,0,99.0,2,0
240,0,3,85.5,1,0
18,0,1,60.0,0,0
14,2,2,94.5,0,0
55,2,3,80.24,2,0
20,2,1,63.84,1,0
241,3,6,106.2,1,0
51,0,5,120.7,1,0
2,0,1,65.0,1,0
76,2,6,78.25,2,0
62,1,3,74.8,2,0
83,0,1,137.7,2,0
0,0,1,48.0,0,0
180,2,0,139.5,1,0
0,2,1,82.33,0,0
48,0,3,170.0,2,0
6,0,3,88.51,1,0
139,2,3,139.5,1,0
1,2,4,106.0,1,0
73,2,5,221.41,0,0
24,0,2,117.6,1,0
249,2,0,56.4,0,0
61,0,4,96.9,1,0
0,0,2,54.4,1,0
256,2,3,100.75,0,0
47,0,1,230.0,1,0
102,4,6,59.91,1,0
0,1,0,75.0,0,0
155,1,4,120.0,2,0
59,2,3,79.05,2,0
17,2,5,58.0,2,0
381,0,2,145.55,0,0
15,0,4,127.5,2,0
3,1,2,150.0,1,0
87,1,2,89.25,1,0
121,2,3,126.0,0,0
7,0,4,90.0,2,0
86,0,2,154.35,1,0
232,0,4,100.75,1,0
76,1,0,105.0,1,0
25,1,0,129.0,1,0
1,0,1,120.0,0,0
139,3,5,268.75,1,0
15,1,1,73.15,1,0
0,1,3,74.8,0,0
290,2,3,90.95,0,0
179,4,6,140.8,2,0
29,0,1,270.0,2,0
0,0,1,107.0,0,0
0,0,1,207.0,1,0
60,1,3,90.1,2,0
101,1,0,204.0,2,0
23,2,5,49.74,1,0
231,2,2,90.95,0,0
0,0,1,219.0,0,0
276,2,1,93.64,2,0
0,0,1,89.0,0,0
10,0,3,243.17,1,0
22,0,3,139.0,3,0
26,1,1,87.05,1,0
47,1,4,120.95,2,0
108,0,3,90.3,0,0
60,2,2,115.0,1,0
11,1,1,129.2,1,0
35,1,1,135.9,1,0
259,2,5,80.26,3,0
60,2,4,89.4,2,0
16,0,2,81.0,1,0
5,1,3,155.25,1,0
88,0,3,111.6,2,0
0,0,1,161.1,1,0
194,2,3,117.0,2,0
11,0,2,248.0,2,0
4,0,2,220.0,2,0
10,2,1,164.0,2,0
89,0,3,139.5,1,0
14,1,2,131.0,0,0
42,0,2,71.45,1,0
21,2,3,194.8,0,0
5,2,3,116.62,2,0
0,0,1,43.0,0,0
17,2,2,138.0,1,0
73,1,4,37.8,1,0
64,0,1,150.0,0,0
48,2,1,162.0,3,0
3,0,1,92.0,1,0
116,2,0,126.0,0,0
154,2,1,124.8,1,0
65,2,2,73.44,0,0
27,0,2,194.0,1,0
1,0,1,48.0,1,0
11,0,4,196.75,1,0
0,0,0,0.0,0,0
1,0,1,147.0,0,0
155,0,4,115.68,1,0
150,2,4,99.45,2,0
43,0,3,106.8,0,0
6,0,2,136.0,1,0
40,2,5,135.64,1,0
18,0,2,129.0,0,0
200,2,3,146.37,1,0
1,2,5,108.8,1,0
4,1,3,122.48,1,0
114,0,1,108.0,2,0
97,2,5,223.0,2,0
6,0,1,137.0,2,0
97,2,1,102.3,0,0
11,1,2,60.0,2,0
59,2,3,79.05,1,0
259,1,4,55.8,2,0
0,0,1,180.0,0,0
12,2,2,78.5,2,0
0,0,2,108.0,0,0
206,0,2,130.5,2,0
118,0,3,230.0,0,0
18,1,3,104.55,0,0
248,1,4,54.0,1,0
23,0,1,48.0,3,0
19,2,2,89.89,1,0
0,0,0,0.0,2,0
62,1,4,45.0,1,0
43,2,1,145.0,0,0
155,2,5,133.38,2,0
41,2,2,74.8,1,0
13,0,1,193.81,1,0
23,0,4,110.0,2,0
221,2,2,113.0,1,0
0,1,1,241.0,0,0
5,1,2,96.76,1,0
12,0,1,95.0,0,0
26,2,0,160.0,1,0
67,1,1,57.83,1,0
80,2,4,170.33,1,0
31,0,2,128.0,1,0
27,0,4,68.07,1,0
4,1,0,48.0,2,0
11,13,30,0.0,0,0
32,1,0,136.52,1,0
10,1,1,123.0,1,0
88,0,1,159.0,2,0
61,1,2,33.11,1,0
32,0,2,180.0,1,0
130,2,0,140.0,1,0
45,1,3,99.18,0,0
133,2,0,139.5,1,0
8,1,0,128.0,0,0
86,2,3,56.93,1,0
237,1,3,85.5,1,0
5,0,1,66.6,2,0
94,2,3,30.24,0,0
4,1,1,111.5,0,0
7,1,0,154.0,1,0
26,0,2,70.0,1,0
31,0,3,144.4,2,0
14,1,4,91.43,1,0
15,0,1,150.0,2,0
91,2,2,52.02,0,0
8,0,1,0.0,2,0
7,0,2,101.0,0,0
10,0,1,56.0,2,0
136,2,3,220.0,0,0
0,0,3,193.67,0,0
130,0,3,104.4,1,0
16,1,2,58.88,0,0
7,1,1,143.0,1,0
39,2,2,168.3,1,0
1,1,1,105.0,2,0
20,1,0,89.0,2,0
11,0,1,54.0,1,0
29,2,4,272.5,2,0
22,2,1,45.89,1,0
1,1,2,48.0,1,0
5,0,2,70.84,0,0
183,2,1,90.9,1,0
0,2,3,48.0,1,0
81,2,5,118.02,1,0
191,2,3,88.4,0,0
76,0,3,76.23,2,0
96,0,3,131.4,1,0
115,0,3,46.1,1,0
195,2,1,148.5,1,0
71,1,2,46.0,2,0
12,2,1,108.0,1,0
52,1,0,79.2,0,0
82,0,3,189.0,2,0
88,0,4,88.7,0,0
50,1,3,150.0,1,0
0,1,0,195.0,0,0
175,1,1,85.5,1,0
36,0,2,120.0,1,0
0,0,1,66.0,1,0
140,2,2,127.71,1,0
28,0,2,209.0,4,0
112,1,1,99.95,0,0
199,0,3,99.0,2,0
8,1,0,52.0,1,0
83,0,3,43.57,2,0
23,0,1,108.0,1,0
11,1,0,119.0,1,0
41,2,2,108.45,1,0
10,0,4,143.18,2,0
161,2,5,119.39,1,0
31,2,0,96.3,0,0
93,0,3,89.0,1,0
92,2,5,68.0,0,0
134,1,3,117.0,1,0
0,0,4,108.88,2,0
3,2,5,212.29,1,0
36,1,3,49.17,2,0
185,0,2,81.77,2,0
125,0,3,117.0,0,0
116,1,2,97.2,0,0
67,0,4,93.6,3,0
28,2,0,115.0,1,0
6,0,1,65.0,1,0
90,2,3,84.45,0,0
9,0,2,111.35,2,0
58,0,2,95.4,1,0
148,2,5,74.8,1,0
65,1,2,192.67,1,0
126,0,2,139.5,1,0
163,2,2,130.5,2,0
226,1,3,138.0,2,0
291,2,2,98.85,1,0
26,2,2,65.0,2,0
21,0,2,187.0,1,0
22,0,2,79.0,0,0
1,0,1,70.4,0,0
73,1,3,104.4,1,0
0,0,2,192.0,0,0
198,0,3,166.0,2,0
3,0,3,137.33,1,0
2,1,3,63.31,0,0
0,0,1,75.2,0,0
20,1,2,97.0,1,0
4,1,0,110.11,1,0
243,0,1,112.5,1,0
95,2,4,118.8,1,0
65,2,6,147.0,2,0
40,1,3,98.1,2,0
5,1,1,58.0,1,0
20,1,2,70.42,0,0
1,1,0,89.0,1,0
132,2,5,147.43,1,0
10,0,1,120.0,2,0
30,2,2,125.8,1,0
90,2,1,106.2,0,0
137,0,4,110.7,1,0
7,2,3,189.0,0,0
1,0,1,48.0,0,0
141,1,1,137.7,2,0
212,1,3,129.65,1,0
10,0,4,171.5,1,0
87,2,3,154.0,2,0
6,0,3,166.67,2,0
39,1,3,201.08,0,0
44,0,2,152.1,1,0
8,1,1,88.0,0,0
109,1,1,153.0,0,0
164,1,3,99.45,0,0
159,0,4,104.4,0,0
74,1,2,85.5,1,0
2,2,1,48.0,1,0
0,0,1,168.3,2,0
115,4,6,120.6,2,0
1,0,1,109.0,0,0
13,2,1,180.0,0,0
39,2,1,217.33,2,0
19,2,2,175.14,1,0
0,1,1,108.57,0,0
189,1,0,60.0,2,0
1,2,7,74.8,1,0
15,0,2,237.6,1,0
57,0,3,200.0,1,0
29,0,4,151.5,1,0
41,4,7,110.6,0,0
195,2,1,94.5,1,0
2,2,3,103.0,1,0
157,2,4,168.5,2,0
280,2,4,125.83,0,0
186,0,3,166.5,0,0
127,0,2,217.3,0,0
3,2,1,93.5,0,0
175,4,6,129.2,1,0
2,0,3,79.5,1,0
0,0,1,73.0,1,0
15,2,2,100.0,1,0
37,1,3,97.4,1,0
36,1,2,160.0,1,0
120,1,2,85.5,1,0
39,1,3,67.15,0,0
176,2,5,145.5,0,0
44,1,3,102.0,2,0
213,0,3,78.3,0,0
21,1,1,86.0,1,0
190,2,8,83.79,0,0
79,1,3,37.8,2,0
43,2,2,168.3,2,0
137,0,2,118.8,1,0
124,0,2,105.3,1,0
10,1,1,160.0,2,0
97,2,5,63.79,2,0
50,0,2,115.2,3,0
19,0,2,168.0,0,0
52,2,5,74.8,1,0
191,0,4,162.0,1,0
68,1,1,115.2,1,0
7,1,0,89.0,0,0
0,1,0,115.0,0,0
74,0,4,129.5,1,0
11,0,2,145.53,2,0
98,3,6,101.87,1,0
207,1,4,173.45,2,0
69,0,4,92.28,1,0
125,2,1,114.3,1,0
213,0,5,117.0,0,0
82,2,3,122.76,2,0
1,0,2,95.0,1,0
3,0,2,48.0,1,0
146,1,3,107.3,0,0
151,1,2,204.5,0,0
12,0,1,112.0,1,0
0,0,1,142.0,0,0
19,0,4,126.0,1,0
126,2,7,45.6,1,0
17,0,2,60.06,0,0
140,0,4,42.0,1,0
209,2,2,75.23,1,0
38,0,2,190.0,2,0
25,1,3,147.0,1,0
35,1,2,94.5,1,0
0,1,0,75.0,0,0
6,0,2,129.0,3,0
159,0,4,139.5,1,0
184,1,5,115.32,1,0
116,0,1,126.0,0,0
11,1,2,186.67,0,0
140,2,5,132.48,0,0
39,0,2,130.6,1,0
4,1,0,70.0,1,0
24,2,1,170.0,1,0
17,2,1,146.67,1,0
21,0,2,101.5,1,0
66,0,1,125.1,2,0
64,0,3,69.5,1,0
13,2,1,129.0,2,0
22,0,1,156.0,1,0
13,1,0,134.0,1,0
35,2,2,125.1,1,0
102,0,2,112.5,0,0
24,2,2,133.5,1,0
33,0,0,0.0,1,0
42,2,3,144.0,0,0
151,0,3,95.82,0,0
0,1,0,138.0,0,0
112,2,2,94.5,1,0
57,2,7,49.18,1,0
205,0,5,70.03,1,0
184,1,3,128.7,2,0
26,1,0,56.0,1,0
20,0,2,174.0,1,0
40,2,0,75.6,1,0
24,2,1,174.0,1,0
20,0,4,90.1,2,0
37,2,4,171.9,2,0
87,1,2,230.0,2,0
82,1,0,190.0,1,0
166,2,2,102.6,2,0
194,2,5,218.63,1,0
62,0,3,207.9,2,0
84,1,2,87.3,1,0
53,0,4,85.5,1,0
195,2,6,66.53,1,0
8,0,1,83.0,0,0
192,2,2,38.07,0,0
18,0,2,93.0,1,0
0,1,0,156.0,2,0
55,1,2,109.8,1,0
28,0,3,108.42,1,0
193,0,3,179.1,1,0
15,1,2,58.4,0,0
54,0,4,54.71,0,0
34,1,3,71.1,1,0
63,1,2,54.02,3,0
14,2,3,78.54,1,0
1,0,1,115.0,2,0
164,2,3,152.1,0,0
12,1,3,91.0,1,0
1,0,1,48.0,0,0
88,0,3,129.1,1,0
29,1,4,161.0,2,0
53,1,5,192.0,1,0
70,0,1,249.0,1,0
50,2,6,98.75,2,0
100,1,3,136.0,2,0
166,0,3,92.17,1,0
127,1,4,154.8,1,0
48,0,2,97.2,2,0
3,0,1,48.0,2,0
3,1,1,97.5,3,0
146,2,5,48.43,2,0
14,0,1,115.0,1,0
84,2,3,262.0,3,0
54,2,1,149.4,2,0
42,1,3,91.0,2,0
145,2,5,118.8,1,0
64,1,3,74.8,0,0
25,2,1,81.67,1,0
3,0,2,106.0,2,0
68,0,1,230.0,1,0
13,2,2,92.0,1,0
68,2,3,69.91,1,0
24,0,3,117.67,1,0
90,1,3,82.45,1,0
85,1,3,51.4,2,0
64,1,0,70.2,1,0
146,2,1,144.0,2,0
1,0,2,184.0,1,0
24,0,3,76.0,2,0
0,0,3,53.33,0,0
216,1,1,192.6,1,0
122,0,3,198.9,2,0
61,1,0,135.9,2,0
93,2,3,150.45,3,0
35,2,2,220.0,1,0
25,1,2,65.83,1,0
169,2,3,90.95,2,0
13,2,1,177.62,1,0
204,2,5,57.28,2,0
0,0,1,81.0,0,0
0,0,2,189.0,0,0
55,0,2,168.3,2,0
77,0,3,109.93,1,0
40,1,2,96.0,1,0
11,1,1,43.0,0,0
134,2,2,109.65,1,0
13,1,2,83.33,1,0
166,2,5,212.0,2,0
116,0,2,117.0,0,0
20,0,1,54.0,2,0
8,0,2,90.0,1,0
126,1,1,126.0,1,0
285,0,3,89.1,3,0
6,1,0,90.0,2,0
65,0,1,118.8,0,0
6,1,3,66.64,1,0
170,0,3,84.0,1,0
207,2,3,76.5,3,0
5,1,4,160.0,2,0
123,0,3,127.8,2,0
169,2,3,134.52,2,0
90,2,3,74.95,0,0
17,1,0,126.0,1,0
82,2,4,89.25,1,0
73,0,4,74.8,2,0
2,0,2,205.0,2,0
16,0,2,82.8,0,0
14,2,2,48.0,1,0
8,0,1,86.0,0,0
190,2,3,326.5,2,0
158,1,3,89.25,3,0
19,1,2,139.0,1,0
79,0,3,122.0,2,0
11,0,1,126.0,1,0
108,1,3,108.0,2,0
100,2,1,105.3,1,0
1,0,2,81.0,1,0
46,0,1,125.1,2,0
153,0,0,0.0,3,0
1,1,0,154.98,0,0
32,1,0,295.0,1,0
279,2,2,99.0,2,0
4,1,1,128.0,3,0
58,0,4,99.88,1,0
4,0,2,224.5,1,0
8,2,2,136.0,2,0
15,0,2,53.0,1,0
10,2,3,140.8,1,0
6,1,3,91.75,1,0
0,0,1,85.0,0,0
120,0,1,126.0,2,0
1,0,1,67.5,2,0
106,2,5,41.4,1,0
39,0,2,135.0,0,0
0,0,0,0.0,1,0
114,1,4,129.6,1,0
12,0,4,93.5,1,0
85,0,2,94.0,1,0
120,0,3,164.0,1,0
75,2,2,112.28,3,0
0,0,2,175.0,1,0
36,2,2,118.8,1,0
35,2,1,60.0,2,0
274,0,0,0.0,2,0
10,0,3,111.35,1,0
89,2,2,100.0,1,0
104,1,5,140.0,1,0
66,2,2,160.0,1,0
5,2,1,105.0,2,0
28,2,0,101.0,1,0
25,2,2,39.0,2,0
24,2,1,80.2,0,0
34,2,5,54.71,1,0
121,2,1,121.5,2,0
0,0,1,140.0,1,0
87,2,5,181.16,2,0
3,2,1,81.3,1,0
75,2,5,223.57,1,0
4,2,0,113.0,1,0
3,1,1,207.05,0,0
20,0,4,108.75,0,0
20,0,3,88.0,1,0
3,1,0,67.5,1,0
270,0,3,179.1,0,0
9,1,3,155.0,1,0
132,2,1,89.1,2,0
29,1,1,88.0,2,0
288,0,2,116.09,1,0
21,0,2,105.0,0,0
155,1,3,76.58,1,0
8,0,3,98.0,1,0
169,2,3,262.0,4,0
66,2,3,108.8,0,0
1,0,1,82.0,2,0
22,2,5,186.57,2,0
18,2,0,129.0,0,0
210,3,7,89.34,0,0
8,0,1,83.0,0,0
35,1,3,198.0,3,0
65,0,1,118.8,1,0
1,0,1,58.0,1,0
197,0,1,168.3,1,0
199,1,2,154.0,1,0
40,0,1,54.0,1,0
30,0,4,84.55,2,0
56,1,1,129.0,1,0
195,0,2,109.8,0,0
66,2,5,221.0,1,0
7,1,0,170.0,1,0
2,2,2,62.75,2,0
49,0,0,0.0,1,0
0,0,1,156.0,2,0
13,1,2,86.4,0,0
10,2,2,141.0,1,0
127,2,5,62.04,1,0
179,0,2,52.2,1,0
34,2,0,103.05,2,0
180,2,5,89.1,0,0
15,2,5,65.2,1,0
7,1,1,140.0,1,0
0,0,1,155.0,1,0
41,2,5,101.31,0,0
0,0,1,77.0,1,0
16,2,4,90.38,0,0
95,0,3,120.0,1,0
74,2,2,185.0,1,0
14,0,2,89.0,2,0
1,0,2,190.0,1,0
1,0,1,64.95,0,0
37,1,0,110.0,1,0
87,0,1,88.2,1,0
1,0,3,88.0,3,0
24,0,1,65.0,0,0
37,2,3,87.3,0,0
23,0,1,166.0,1,0
4,2,1,200.0,1,0
7,0,1,201.0,1,0
19,1,1,88.0,0,0
46,0,3,106.2,2,0
294,0,5,64.8,1,0
13,0,1,60.0,2,0
231,2,2,125.1,2,0
117,1,0,108.0,1,0
20,1,0,89.0,1,0
61,2,1,171.0,0,0
1,1,3,120.0,1,0
7,1,0,34.4,1,0
70,0,2,199.0,2,0
38,0,3,64.8,1,0
24,0,2,68.0,2,0
18,0,1,160.0,1,0
86,1,3,137.7,2,0
62,1,2,94.8,0,0
41,2,2,140.4,1,0
32,0,4,109.0,1,0
266,3,6,104.25,1,0
122,1,4,150.45,2,0
6,2,3,155.2,2,0
18,2,1,100.0,2,0
93,0,3,129.0,1,0
68,2,3,89.93,1,0
26,0,3,91.2,0,0
11,0,2,66.3,1,0
53,1,3,171.0,1,0
91,0,2,93.6,2,0
109,1,2,143.7,1,0
64,0,3,135.0,0,0
109,2,3,76.5,1,0
21,2,2,121.2,2,0
12,1,2,130.0,1,0
150,3,7,225.5,1,0
104,1,1,77.03,1,0
213,1,5,123.25,0,0
21,1,1,83.0,0,0
47,2,2,55.24,0,0
55,1,5,207.0,2,0
32,0,1,165.15,0,0
69,2,5,39.21,1,0
1,0,1,70.0,0,0
1,0,1,56.0,0,0
2,0,2,176.53,2,0
73,1,3,170.0,1,0
29,1,2,107.0,3,0
2,0,2,156.0,0,0
1,0,1,109.0,3,0
24,2,4,101.5,0,0
212,1,3,153.75,0,0
45,2,1,60.98,1,0
8,2,2,84.69,1,0
56,0,2,97.2,0,0
52,0,4,148.5,1,0
24,0,4,89.0,2,0
142,0,3,109.2,1,0
8,0,4,193.0,1,0
4,0,2,146.0,1,0
85,2,0,79.2,2,0
79,2,5,56.94,1,0
11,2,1,158.0,1,0
79,0,3,173.25,1,0
13,0,1,76.0,2,0
13,1,3,131.0,1,0
6,1,0,146.0,2,0
198,1,5,170.0,2,0
201,0,3,112.5,0,0
24,1,0,147.0,1,0
79,2,2,151.2,1,0
164,1,4,139.5,2,0
2,0,1,58.0,0,0
121,2,4,100.0,1,0
175,1,3,134.0,1,0
1,0,1,56.0,1,0
137,0,5,96.8,1,0
135,1,5,72.42,0,0
168,4,10,106.71,1,0
34,1,2,103.0,1,0
181,0,2,126.0,0,0
16,1,1,90.0,2,0
161,2,2,91.38,0,0
26,1,3,96.0,1,0
181,1,4,111.5,0,0
111,1,2,89.0,1,0
95,0,2,132.3,3,0
132,1,2,89.1,0,0
193,0,2,100.8,1,0
109,1,2,99.0,3,0
115,2,5,77.85,0,0
44,0,3,71.1,1,0
66,1,2,68.33,2,0
240,4,6,87.68,0,0
64,1,1,98.55,3,0
44,0,1,150.0,1,0
116,1,2,126.0,0,0
4,0,3,270.0,0,0
0,1,2,43.0,1,0
253,1,2,107.1,0,0
11,2,5,97.92,4,0
0,1,0,80.1,1,0
11,2,2,139.0,1,0
6,0,2,69.5,2,0
9,0,2,95.2,1,0
41,2,5,249.63,1,0
148,1,3,116.1,0,0
11,2,4,72.67,1,0
63,2,4,117.0,0,0
62,0,3,91.48,1,0
146,0,2,106.2,1,0
71,1,4,134.0,0,0
20,0,4,80.85,2,0
27,0,4,68.07,1,0
22,0,1,130.0,2,0
4,0,1,81.5,0,0
14,0,3,192.67,2,0
5,0,3,160.0,0,0
30,0,4,129.0,1,0
78,2,5,139.0,2,0
180,1,0,54.75,2,0
88,1,2,58.9,1,0
95,2,4,85.8,2,0
59,0,3,104.0,2,0
55,0,2,102.6,1,0
8,0,1,120.0,2,0
1,2,0,162.0,0,0
22,0,3,148.0,1,0
8,0,2,139.0,2,0
123,1,5,142.8,1,0
36,2,2,159.3,3,0
1,0,1,209.0,2,0
0,0,1,43.0,0,0
15,0,2,114.5,0,0
113,2,5,98.9,2,0
100,1,3,136.0,1,0
0,0,1,53.0,1,0
81,0,4,97.0,1,0
4,0,3,132.67,1,0
35,1,1,90.0,1,0
203,0,3,189.0,0,0
2,0,1,122.23,1,0
158,2,5,110.7,1,0
30,0,3,103.5,0,0
9,2,5,210.0,2,0
101,0,1,65.83,2,0
1,0,1,119.0,2,0
142,2,1,109.8,0,0
0,2,7,83.0,2,0
169,2,4,99.45,1,0
148,2,7,71.37,0,0
0,1,0,39.0,2,0
151,2,3,76.5,2,0
9,2,2,91.8,0,0
41,1,2,186.67,1,0
274,1,2,57.8,2,0
58,0,3,189.0,2,0
36,0,4,94.99,2,0
12,1,5,210.67,2,0
4,2,1,143.33,2,0
189,2,3,88.4,0,0
61,2,2,74.61,1,0
127,0,3,108.0,0,0
3,0,3,140.0,1,0
12,0,1,101.0,0,0
192,2,0,117.0,0,0
117,2,3,105.26,0,0
0,0,1,153.15,0,0
1,0,1,81.0,1,0
120,0,3,146.7,0,0
52,0,3,129.0,1,0
329,6,12,67.5,1,0
14,0,2,80.0,1,0
5,0,2,114.0,2,0
196,0,4,120.6,1,0
225,0,3,139.5,0,0
33,1,2,75.0,1,0
99,1,2,110.4,2,0
17,1,3,61.52,1,0
83,1,2,122.4,2,0
17,1,2,144.0,0,0
0,0,1,137.0,0,0
116,1,3,175.5,2,0
29,0,3,104.77,0,0
18,2,2,94.96,1,0
229,0,3,125.1,0,0
217,2,2,121.55,1,0
130,0,2,90.0,2,0
24,0,1,178.0,2,0
108,1,2,61.6,1,0
132,0,1,179.0,3,0
1,0,1,106.0,2,0
46,0,2,150.0,1,0
91,0,4,136.35,2,0
265,4,8,112.87,2,0
193,2,1,70.44,0,0
10,0,1,155.0,1,0
20,0,1,98.0,0,0
54,1,1,120.0,1,0
55,0,4,88.0,0,0
186,0,3,64.56,0,0
83,1,2,171.0,1,0
43,2,1,107.1,1,0
33,2,3,140.4,0,0
19,2,1,69.0,2,0
14,2,2,74.8,1,0
3,1,1,76.0,1,0
33,0,4,61.6,1,0
2,0,2,95.0,0,0
16,1,1,120.0,2,0
147,0,2,88.2,0,0
112,2,2,126.0,1,0
53,2,5,235.71,0,0
28,2,1,146.33,2,0
15,0,1,243.96,1,0
131,2,0,121.5,2,0
0,0,0,0.0,1,0
19,1,3,121.75,1,0
62,2,0,152.1,1,0
159,2,2,114.75,1,0
34,0,2,150.0,0,0
0,0,1,111.6,0,0
0,0,1,179.0,0,0
10,1,2,201.33,1,0
